"año","mes","CUENTA CÓDIGO","CUENTA  NOMBRE","APROPIACION INICIAL","MODIFCACIONES  ADICION Y/O DISMINUCION CREDITO","MODIFCACIONES  ADICION Y/O DISMINUCION  CONTRACREDITO","MODIFCACIONES  TRASLADOS CREDITO"," MODIFCACIONES TRASLADOS CONTRACREDITO "," APROPIACION DEFINIFTIVA ","TRAMITE RECAUDOMES","TRAMITE RECAUDO ACUMULADO","SALDO POR RECAUDAR"
"2021","Enero","1.10102E+12","Impuesto De Registro-Camaras De Comercio","450,800,000","0","0","0","0","450,800,000","41,472,909","41,472,909","409,327,091"
"2021","Enero","1.10102E+14","Impuesto De Registro Camaras De Comercio","450,800,000","0","0","0","0","450,800,000","41,472,909","41,472,909","409,327,091"
"2021","Enero","11010210002","Impuesto De Registro -Oficina De Instrumentos Publicos","4,057,200,000","0","0","0","0","4,057,200,000","457,364,200","457,364,200","3,599,835,800"
"2021","Enero","1.10102E+12","Impuesto De Registro -Oficina De Instrumentos Publicos","4,057,200,000","0","0","0","0","4,057,200,000","457,364,200","457,364,200","3,599,835,800"
"2021","Enero","1.10102E+14","Impuesto De Registro  Instrumentos Públicos Dpto. Icld","4,057,200,000","0","0","0","0","4,057,200,000","457,364,200","457,364,200","3,599,835,800"
"2021","Enero","110102101","Impuesto De Loterias","164,602,000","0","0","0","0","164,602,000","20,858,663","20,858,663","143,743,337"
"2021","Enero","11010210101","Impuesto De Loterias","164,602,000","0","0","0","0","164,602,000","20,858,663","20,858,663","143,743,337"
"2021","Enero","1.10102E+12","Impuesto De Loterias","164,602,000","0","0","0","0","164,602,000","20,858,663","20,858,663","143,743,337"
"2021","Enero","1.10102E+14","Impuesto De Loterías Foráneas","164,602,000","0","0","0","0","164,602,000","20,858,663","20,858,663","143,743,337"
"2021","Enero","110102102","Impuesto De Deguello De Ganado Mayor","600,000,000","0","0","0","0","600,000,000","65,062,536","65,062,536","534,937,464"
"2021","Enero","11010210201","Impuesto De Deguello Ganado Mayor","600,000,000","0","0","0","0","600,000,000","65,062,536","65,062,536","534,937,464"
"2021","Enero","1.10102E+12","Impuesto De Deguello Ganado Mayor","600,000,000","0","0","0","0","600,000,000","65,062,536","65,062,536","534,937,464"
"2021","Enero","1.10102E+14","Impuesto De Deguello De Ganado Mayor","600,000,000","0","0","0","0","600,000,000","65,062,536","65,062,536","534,937,464"
"2021","Enero","110102103","Iva Sobre Licores, Vinos, Aperitivos Y Similares (Régimen Anterior)","500","0","0","0","0","500","- 0","- 0","500.00"
"2021","Enero","11010210301","Iva Sobre Licores, Vinos, Aperitivos Y Similares (Régimen Anterior)","500","0","0","0","0","500","- 0","- 0","500.00"
"2021","Enero","1.10102E+12","Iva Sobre Licores, Vinos, Aperitivos Y Similares (Régimen Anterior)","500","0","0","0","0","500","- 0","- 0","500.00"
"2021","Enero","1.10102E+14","Iva Sobre Licores, Vinos, Aperitivos Y Similares (Régimen Anterior)","500","0","0","0","0","500","- 0","- 0","500.00"
"2021","Enero","110102104","Impuesto Al Consumo De Licores, Vinos, Aperitivos Y Similares","4,788,333,333","0","0","0","0","4,788,333,333","477,017,965.3","477,017,965.3","4,311,315,367.7"
"2021","Enero","11010210401","Impuesto Al Consumo De Licores","4,740,779,563","0","0","0","0","4,740,779,563","427,080,146.3","427,080,146.3","4,313,699,416.7"
"2021","Enero","1.10102E+12","Impuesto Al Consumo De Licores Nacionales","3,184,818,619","0","0","0","0","3,184,818,619","162,053,287.3","162,053,287.3","3,022,765,331.7"
"2021","Enero","1.10102E+14","Impuesto Al Consumo De Licores - Nacionales","3,184,818,619","0","0","0","0","3,184,818,619","162,053,287.3","162,053,287.3","3,022,765,331.7"
"2021","Enero","1.10102E+12","Impuesto Al Consumo De Licores - Extranjeros","1,555,960,944","0","0","0","0","1,555,960,944","265,026,859","265,026,859","1,290,934,085"
"2021","Enero","1.10102E+14","Impuesto Al Consumo De Licores - Extranjeros Fondo Local De Salud 37% Ley 1816","1,555,960,944","0","0","0","0","1,555,960,944","265,026,859","265,026,859","1,290,934,085"
"2021","Enero","11010210402","Impuesto Al Consumo De Vinos, Aperitivos Y Similare","47,553,770","0","0","0","0","47,553,770","49,937,819","49,937,819","-2,384,049"
"2021","Enero","1.10102E+12","Impuesto Al Consumo De Vinos, Aperitivos Y Similares - Nacionales","30,796,482","0","0","0","0","30,796,482","10,951,900","10,951,900","19,844,582"
"2021","Enero","1.10102E+14","Impuesto Al Consumo De Vinos, Aperitivos Y Similares -","30,796,482","0","0","0","0","30,796,482","10,951,900","10,951,900","19,844,582"
"2021","Enero","1.10102E+12","Impuesto Al Consumo De Vinos, Aperitivos Y Similares - Extranjeros","16,757,288","0","0","0","0","16,757,288","38,985,919","38,985,919","-22,228,631"
"2021","Enero","1.10102E+14","Impuesto Al Consumo De Vinos, Aperitivos Y Similares - Extranjeros","16,757,288","0","0","0","0","16,757,288","38,985,919","38,985,919","-22,228,631"
"2021","Enero","110102105","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas","34,128,136,512","0","0","0","0","34,128,136,512","3,789,070,630","3,789,070,630","30,339,065,882"
"2021","Enero","11010210501","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas - Nacionales","33,791,203,469","0","0","0","0","33,791,203,469","3,779,389,000","3,779,389,000","30,011,814,469"
"2021","Enero","1.10102E+12","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas - Nacionales","33,791,203,469","0","0","0","0","33,791,203,469","3,779,389,000","3,779,389,000","30,011,814,469"
"2021","Enero","1.10102E+14","Impuesto Al Consumo De Cervezas Nacionales.","33,791,203,469","0","0","0","0","33,791,203,469","3,779,389,000","3,779,389,000","30,011,814,469"
"2021","Enero","11010210502","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas - Extranjeras","336,933,043","0","0","0","0","336,933,043","9,681,630","9,681,630","327,251,413"
"2021","Enero","1.10102E+12","Impuesto Al Consumo De Cervezas, Sifones, Refajos Y Mezclas - Extranjeras","336,933,043","0","0","0","0","336,933,043","9,681,630","9,681,630","327,251,413"
"2021","Enero","1.10102E+14","Impuesto Al Consumo De Cervezas Extranjeras.","336,933,043","0","0","0","0","336,933,043","9,681,630","9,681,630","327,251,413"
"2021","Enero","110102106","Impuesto Al Consumo De Cigarrillos Y Tabaco","6,283,000,000","0","0","0","0","6,283,000,000","652,737,848.54","652,737,848.54","5,630,262,151.46"
"2021","Enero","11010210601","Componente Específico Del Impuesto Al Consumo De Cigarrillos Y Tabaco","5,308,000,000","0","0","0","0","5,308,000,000","332,992,259.54","332,992,259.54","4,975,007,740.46"
"2021","Enero","1.10102E+12","Componente Específico Del Impuesto Al Consumo De Cigarrillos Y Tabaco - Extranjeros","5,308,000,000","0","0","0","0","5,308,000,000","332,992,259.54","332,992,259.54","4,975,007,740.46"
"2021","Enero","1.10102E+14","Componente Específico Del Impuesto Al Consumo De Cigarrillos Y Tabaco - Extranjeros.","2,218,000,000","0","0","0","0","2,218,000,000","332,992,259.54","332,992,259.54","1,885,007,740.46"
"2021","Enero","1.10102E+14","Componente Específico Del Impuesto Al Consumo De Cigarrillos Y Tabaco - Extranjeros","3,090,000,000","0","0","0","0","3,090,000,000","- 0","- 0","3,090,000,000"
"2021","Enero","11010210602","Componente Ad Valorem Del Impuesto Al Consumo De Cigarrillos Y Tabaco Elaborado","975,000,000","0","0","0","0","975,000,000","319,745,589","319,745,589","655,254,411"
"2021","Enero","1.10102E+12","Componente Ad Valorem Del Impuesto Al Consumo De Cigarrillos Y Tabaco Elaborado - Extranjeros","975,000,000","0","0","0","0","975,000,000","319,745,589","319,745,589","655,254,411"
"2021","Enero","1.10102E+14","Componente Ad Valorem Del Impuesto Al Consumo De Cigarrillos Y Tabaco Elaborado - Extranjeros","975,000,000","0","0","0","0","975,000,000","319,745,589","319,745,589","655,254,411"
"2021","Enero","110102109","Sobretasa A La Gasolina","4,901,052,632","0","0","0","0","4,901,052,632","545,568,850","545,568,850","4,355,483,782"
"2021","Enero","11010210902","Sobretasa A La Gasolina","4,901,052,632","0","0","0","0","4,901,052,632","545,568,850","545,568,850","4,355,483,782"
"2021","Enero","1.10102E+12","Sobretasa A La Gasolina","4,901,052,632","0","0","0","0","4,901,052,632","545,568,850","545,568,850","4,355,483,782"
"2021","Enero","110102300","Estampillas","6,540,000,000","0","0","0","0","6,540,000,000","1,171,637,055","1,171,637,055","5,368,362,945"
"2021","Enero","11010230001","Estampillas","3,900,000,000","0","0","0","0","3,900,000,000","643,781,669","643,781,669","3,256,218,331"
"2021","Enero","1.10102E+12","Estampilla Para El Bienestar Del Adulto Mayor","3,900,000,000","0","0","0","0","3,900,000,000","643,781,669","643,781,669","3,256,218,331"
"2021","Enero","11010230002","Estampilla Pro Desarrollo Departamental","1,300,000,000","0","0","0","0","1,300,000,000","214,594,304","214,594,304","1,085,405,696"
"2021","Enero","1.10102E+12","Estampilla Pro Desarrollo Departamental.","1,300,000,000","0","0","0","0","1,300,000,000","214,594,304","214,594,304","1,085,405,696"
"2021","Enero","11010230004","Estampilla Fondo Departamental De Bomberos","40,000,000","0","0","0","0","40,000,000","54,441,673","54,441,673","-14,441,673"
"2021","Enero","1.10102E+12","Estampilla Fondo Departamental De Bomberos","40,000,000","0","0","0","0","40,000,000","54,441,673","54,441,673","-14,441,673"
"2021","Enero","1.10102E+14","Estampilla Fondo Departamental De Bomberos","40,000,000","0","0","0","0","40,000,000","54,441,673","54,441,673","-14,441,673"
"2021","Enero","11010230055","Estampilla Pro Cultura","1,300,000,000","0","0","0","0","1,300,000,000","258,819,409","258,819,409","1,041,180,591"
"2021","Enero","1.10102E+12","Estampilla Pro Cultura","1,300,000,000","0","0","0","0","1,300,000,000","258,819,409","258,819,409","1,041,180,591"
"2021","Enero","1.10102E+14","Estampilla Pro Cultura Departamental.","1,300,000,000","0","0","0","0","1,300,000,000","258,819,409","258,819,409","1,041,180,591"
"2021","Enero","1102","Ingresos No Tributarios","194,571,762,804","10,105,741,925","0","0","0","204,677,504,729","19,460,051,104.5","19,460,051,104.5","185,217,453,624.5"
"2021","Enero","110201","Contribuciones","4,732,251,319","0","0","0","0","4,732,251,319","131,299,260.78","131,299,260.78","4,600,952,058.22"
"2021","Enero","110201003","Contribuciones Especiales","932,251,319","0","0","0","0","932,251,319","- 0","- 0","932,251,319"
"2021","Enero","11020100301","Contribuciones Especiales","932,251,319","0","0","0","0","932,251,319","- 0","- 0","932,251,319"
"2021","Enero","1.10201E+12","Contribuciones Especiales","932,251,319","0","0","0","0","932,251,319","- 0","- 0","932,251,319"
"2021","Enero","1.10201E+14","Cuota De Fiscalización Y Auditaje","932,251,319","0","0","0","0","932,251,319","- 0","- 0","932,251,319"
"2021","Enero","110201005","Contribuciones Diversas","3,800,000,000","0","0","0","0","3,800,000,000","131,299,260.78","131,299,260.78","3,668,700,739.22"
"2021","Enero","11020100501","Contribuciones Diversas","3,800,000,000","0","0","0","0","3,800,000,000","131,299,260.78","131,299,260.78","3,668,700,739.22"
"2021","Enero","1.10201E+12","Contribuciones Diversas","3,800,000,000","0","0","0","0","3,800,000,000","131,299,260.78","131,299,260.78","3,668,700,739.22"
"2021","Enero","1.10201E+14","Contribución Especial Sobre Contratos De Obras Públicas","3,800,000,000","0","0","0","0","3,800,000,000","131,299,260.78","131,299,260.78","3,668,700,739.22"
"2021","Enero","110202","Tasas Y Derechos Administrativos","562,130,000","0","0","0","0","562,130,000","62,479,600","62,479,600","499,650,400"
"2021","Enero","110202001","Tasas Y Derechos Administrativos","562,130,000","0","0","0","0","562,130,000","62,479,600","62,479,600","499,650,400"
"2021","Enero","11020200101","Tasas Y Derechos Administrativos","562,130,000","0","0","0","0","562,130,000","62,479,600","62,479,600","499,650,400"
"2021","Enero","1.10202E+12","Tasas","562,130,000","0","0","0","0","562,130,000","62,479,600","62,479,600","499,650,400"
"2021","Enero","1.10202E+14","Expedición De Pasaportes","302,500,000","0","0","0","0","302,500,000","20,282,500","20,282,500","282,217,500"
"2021","Enero","1.10202E+14","Autorización De Manejo De Medicamentos De Control Especial Del Estado","59,630,000","0","0","0","0","59,630,000","14,705,100","14,705,100","44,924,900"
"2021","Enero","1.10202E+14","Derechos De Tránsito","200,000,000","0","0","0","0","200,000,000","27,492,000","27,492,000","172,508,000"
"2021","Enero","110203","Multas, Sanciones E Intereses De Mora","772,229,000","0","0","0","0","772,229,000","207,822,617.03","207,822,617.03","564,406,382.97"
"2021","Enero","110203001","Multas, Sanciones","690,833,000","0","0","0","0","690,833,000","177,915,891.43","177,915,891.43","512,917,108.57"
"2021","Enero","11020300109","Multas, Sanciones","690,833,000","0","0","0","0","690,833,000","177,915,891.43","177,915,891.43","512,917,108.57"
"2021","Enero","1.10203E+12","Multas, Sanciones","690,833,000","0","0","0","0","690,833,000","177,915,891.43","177,915,891.43","512,917,108.57"
"2021","Enero","1.10203E+14","Multas De Tránsito Y Transporte","600,000,000","0","0","0","0","600,000,000","140,635,011.43","140,635,011.43","459,364,988.57"
"2021","Enero","1.10203E+14","Sanciones Tributarias","75,000,000","0","0","0","0","75,000,000","34,305,504","34,305,504","40,694,496"
"2021","Enero","1.10203E+14","Sanciones Sanitarias","14,832,000","0","0","0","0","14,832,000","2,975,376","2,975,376","11,856,624"
"2021","Enero","1.10203E+14","Multas Y Sanciones Por Infracciones Al Régimen Del Monopolio De Juegos De Suerte Y Azar","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Enero","1.10203E+14","Multas Y Sanciones Por Violación Al Régimen De Venta De Medicamentos Controlados","1,000,000","0","0","0","0","1,000,000","- 0","- 0","1,000,000"
"2021","Enero","110203002","Intereses De Mora","81,396,000","0","0","0","0","81,396,000","29,906,725.6","29,906,725.6","51,489,274.4"
"2021","Enero","11020300201","Intereses De Mora","81,396,000","0","0","0","0","81,396,000","29,906,725.6","29,906,725.6","51,489,274.4"
"2021","Enero","1.10203E+12","Intereses","81,396,000","0","0","0","0","81,396,000","29,906,725.6","29,906,725.6","51,489,274.4"
"2021","Enero","1.10203E+14","Intereses De Mora Impuestos","81,396,000","0","0","0","0","81,396,000","29,906,725.6","29,906,725.6","51,489,274.4"
"2021","Enero","110206","Transferencias Corrientes","187,433,326,485","10,105,741,925","0","0","0","197,539,068,410","18,934,010,859.69","18,934,010,859.69","178,605,057,550.31"
"2021","Enero","110206001","Sistema General De Participaciones","155,611,005,505","0","0","0","0","155,611,005,505","17,076,802,132","17,076,802,132","138,534,203,373"
"2021","Enero","11020600101","Participación Para Educación","140,845,000,000","0","0","0","0","140,845,000,000","16,140,758,479","16,140,758,479","124,704,241,521"
"2021","Enero","1.10206E+12","Participación Para Educación","140,845,000,000","0","0","0","0","140,845,000,000","16,140,758,479","16,140,758,479","124,704,241,521"
"2021","Enero","1.10206E+14","Prestación De Servicio Educativo","140,000,000,000","0","0","0","0","140,000,000,000","16,081,162,937","16,081,162,937","123,918,837,063"
"2021","Enero","1.10206E+14","Cancelación De Prestaciones Sociales Del Magisterio","845,000,000","0","0","0","0","845,000,000","59,595,542","59,595,542","785,404,458"
"2021","Enero","11020600102","Participación Para Salud","11,366,005,505","0","0","0","0","11,366,005,505","936,043,653","936,043,653","10,429,961,852"
"2021","Enero","1.10206E+12","Participación Para Salud","11,366,005,505","0","0","0","0","11,366,005,505","936,043,653","936,043,653","10,429,961,852"
"2021","Enero","1.10206E+14","Salud Pública","5,816,733,745","0","0","0","0","5,816,733,745","479,052,445","479,052,445","5,337,681,300"
"2021","Enero","1.10206E+14","Subsidio A La Oferta","5,549,271,760","0","0","0","0","5,549,271,760","456,991,208","456,991,208","5,092,280,552"
"2021","Enero","11020600105","Agua Potable Y Saneamiento Basico","3,400,000,000","0","0","0","0","3,400,000,000","- 0","- 0","3,400,000,000"
"2021","Enero","1.10206E+12","Agua Potable Y Saneamiento Basico","3,400,000,000","0","0","0","0","3,400,000,000","- 0","- 0","3,400,000,000"
"2021","Enero","1.10206E+14","Agua Potable Y Saneamiento Básico","3,400,000,000","0","0","0","0","3,400,000,000","- 0","- 0","3,400,000,000"
"2021","Enero","110206003","Participaciones Distintas Del Sgp","30,618,752,000","0","0","0","0","30,618,752,000","845,669,247","845,669,247","29,773,082,753"
"2021","Enero","11020600301","Participación En Impuestos","30,618,752,000","0","0","0","0","30,618,752,000","845,669,247","845,669,247","29,773,082,753"
"2021","Enero","1.10206E+12","Participación En Impuestos","30,400,000,000","0","0","0","0","30,400,000,000","845,669,247","845,669,247","29,554,330,753"
"2021","Enero","1.10206E+14","Participación Del Iva Antiguas Intendencias Y Comisarías","18,000,000,000","0","0","0","0","18,000,000,000","- 0","- 0","18,000,000,000"
"2021","Enero","1.10206E+14","Participación De La Sobretasa Al Acpm","12,400,000,000","0","0","0","0","12,400,000,000","845,669,247","845,669,247","11,554,330,753"
"2021","Febrero","1.10203E+14","Intereses De Mora Impuestos","81,396,000","0","0","0","0","81,396,000","84,102,946.4","114,009,672","-32,613,672"
"2021","Enero","1.10206E+12","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","218,752,000","0","0","0","0","218,752,000","- 0","- 0","218,752,000"
"2021","Enero","1.10206E+14","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","218,752,000","0","0","0","0","218,752,000","- 0","- 0","218,752,000"
"2021","Enero","110206004","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Enero","11020600401","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Enero","1.10206E+12","Participación Del Iva Licores, Vinos, Aperitivos Y Similares","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Enero","1.10206E+14","Compensación Por Menor Recaudo De Los Derechos De Explotación Del Juego De Apuestas Permanentes","1","0","0","0","0","1","- 0","- 0","1.00"
"2021","Enero","110206005","A Entidades Territoriales Distintas De Participaciones Y Compensaciones","0","10,105,741,925","0","0","0","10,105,741,925","1,010,574,193","1,010,574,193","9,095,167,732"
"2021","Enero","11020600501","A Entidades Territoriales Distintas De Participaci","0","10,105,741,925","0","0","0","10,105,741,925","1,010,574,193","1,010,574,193","9,095,167,732"
"2021","Enero","1.10206E+12","A Entidades Territoriales Distintas De Participaci","0","10,105,741,925","0","0","0","10,105,741,925","1,010,574,193","1,010,574,193","9,095,167,732"
"2021","Enero","1.10206E+14","Asignaciones Pae","0","10,105,741,925","0","0","0","10,105,741,925","1,010,574,193","1,010,574,193","9,095,167,732"
"2021","Enero","110206006","Transferencias De Otras Entidades Del Gobierno General","697,361,980","0","0","0","0","697,361,980","600.54","600.54","696,761,436"
"2021","Enero","11020600606","Otras Unidades De Gobierno","697,361,980","0","0","0","0","697,361,980","600.54","600.54","696,761,436"
"2021","Enero","1.10206E+12","Otras Unidades De Gobierno","697,361,980","0","0","0","0","697,361,980","600.54","600.54","696,761,436"
"2021","Enero","1.10206E+14","Programas Nacionales Control De Vectores","697,361,980","0","0","0","0","697,361,980","600.54","600.54","696,761,436"
"2021","Enero","110206008","Diferentes De Subvenciones","186,206,000","0","0","0","0","186,206,000","- 0","- 0","186,206,000"
"2021","Enero","11020600801","Actividades De Atención A La Salud Humana Y De Asistencia Social","186,206,000","0","0","0","0","186,206,000","- 0","- 0","186,206,000"
"2021","Enero","1.10206E+12","Actividades De Atención A La Salud Humana Y De Asistencia Social","186,206,000","0","0","0","0","186,206,000","- 0","- 0","186,206,000"
"2021","Enero","1.10206E+14","Campaña Y Control Antituberculosis","186,206,000","0","0","0","0","186,206,000","- 0","- 0","186,206,000"
"2021","Enero","110206009","Recursos Del Sistema De Seguridad Social Integral","320,000,000","0","0","0","0","320,000,000","364,743.69","364,743.69","319,635,256.31"
"2021","Enero","11020600902","Sistema General De Pensiones","320,000,000","0","0","0","0","320,000,000","364,743.69","364,743.69","319,635,256.31"
"2021","Enero","1.10206E+12","Sistema General De Pensiones","320,000,000","0","0","0","0","320,000,000","364,743.69","364,743.69","319,635,256.31"
"2021","Enero","1.10206E+14","Cuotas Partes Pensionales","320,000,000","0","0","0","0","320,000,000","364,743.69","364,743.69","319,635,256.31"
"2021","Enero","110207","Participación Y Derechos Por Monopolio","1,071,826,000","0","0","0","0","1,071,826,000","124,438,767","124,438,767","947,387,233"
"2021","Enero","110207001","Derechos Por La Explotación Juegos De Suerte Y Azar","1,071,826,000","0","0","0","0","1,071,826,000","124,438,767","124,438,767","947,387,233"
"2021","Enero","11020700101","Derechos Por La Explotación Juegos De Suerte Y Azar","1,071,826,000","0","0","0","0","1,071,826,000","124,438,767","124,438,767","947,387,233"
"2021","Enero","1.10207E+12","Derechos Por La Explotación Juegos De Suerte Y Azar","1,071,826,000","0","0","0","0","1,071,826,000","124,438,767","124,438,767","947,387,233"
"2021","Enero","1.10207E+14","Derechos Por La Explotación Juegos De Suerte Y Azar De Apuestas Permanentes O Chance","814,698,000","0","0","0","0","814,698,000","60,054,417","60,054,417","754,643,583"
"2021","Enero","1.10207E+14","Derechos Por La Explotación Juegos De Suerte Y Azar De Juegos Promocionales","7,128,000","0","0","0","0","7,128,000","- 0","- 0","7,128,000"
"2021","Enero","1.10207E+14","Derechos Por La Explotación Juegos De Suerte Y Azar De Juegos Novedosos","250,000,000","0","0","0","0","250,000,000","64,384,350","64,384,350","185,615,650"
"2021","Enero","12","Recursos De Capital","2,151,910,000","16,876,614,090.41","0","0","0","19,028,524,090.41","17,454,125,534.39","17,454,125,534.39","1,574,398,556.02"
"2021","Enero","1205","Rendimientos Financieros","1,865,500,000","0","0","0","0","1,865,500,000","508,491,933.98","508,491,933.98","1,357,008,066.02"
"2021","Enero","120502","Depositos","1,865,500,000","0","0","0","0","1,865,500,000","508,491,933.98","508,491,933.98","1,357,008,066.02"
"2021","Enero","120502001","Depositos","1,865,500,000","0","0","0","0","1,865,500,000","508,491,933.98","508,491,933.98","1,357,008,066.02"
"2021","Enero","12050200101","Depositos","1,865,500,000","0","0","0","0","1,865,500,000","508,491,933.98","508,491,933.98","1,357,008,066.02"
"2021","Enero","1.20502E+12","Depositos","1,865,500,000","0","0","0","0","1,865,500,000","508,491,933.98","508,491,933.98","1,357,008,066.02"
"2021","Enero","1.20502E+14","Rendimientos Financieros Impuesto Al Consumo De Vinos, Aperitivos Y Similares - Nacionales","127,000,000","0","0","0","0","127,000,000","8,315,081.85","8,315,081.85","118,684,918.15"
"2021","Enero","1.20502E+14","Rendimientos Financieros Icld.","400,000,000","0","0","0","0","400,000,000","22,533,302.26","22,533,302.26","377,466,697.74"
"2021","Enero","1.20502E+14","Rendimientos Financieros Estampilla Para El Bienestar Del Adulto Mayor","100,000,000","0","0","0","0","100,000,000","7,555,043","7,555,043","92,444,957"
"2021","Enero","1.20502E+14","Rendimientos Financieros Estampilla Prodesarrollo.","15,000,000","0","0","0","0","15,000,000","4,055,439","4,055,439","10,944,561"
"2021","Enero","1.20502E+14","Rendimientos Financieros Estampilla Pro Cultura","50,000,000","0","0","0","0","50,000,000","5,288,212.01","5,288,212.01","44,711,787.99"
"2021","Enero","1.20502E+14","Rendimientos Financieros Contribución Especial Sobre Contratos De Obras Públicas","600,000,000","0","0","0","0","600,000,000","430,981,368.62","430,981,368.62","169,018,631.38"
"2021","Enero","1.20502E+14","Rendimientos Financieros Autorización De Manejo De Medicamentos De Control Especial Del Estado","500","0","0","0","0","500","14.63","14.63","485.37"
"2021","Enero","1.20502E+14","Rendimientos Financieros Prestaciòn Del Servicio Educativo","70,000,000","0","0","0","0","70,000,000","2,633,433.73","2,633,433.73","67,366,566.27"
"2021","Enero","1.20502E+14","Rendimientos Financieros Régimen Subsidiado","1,000,000","0","0","0","0","1,000,000","238.87","238.87","999,761.13"
"2021","Enero","1.20502E+14","Rendimientos Financieros Salud Pública","280,000,000","0","0","0","0","280,000,000","7,458,930.73","7,458,930.73","272,541,069.27"
"2021","Enero","1.20502E+14","Rendimientos Financieros Programas De Alimentación Escolar","72,000,000","0","0","0","0","72,000,000","13,559,915.14","13,559,915.14","58,440,084.86"
"2021","Enero","1.20502E+14","Rendimientos Financieros Otras Unidades De Gobierno","78,500,000","0","0","0","0","78,500,000","2,746,485.26","2,746,485.26","75,753,514.74"
"2021","Enero","1.20502E+14","Rendimientos Financieros Campaña Y Control Antituberculosis","1,500,000","0","0","0","0","1,500,000","- 0","- 0","1,500,000"
"2021","Enero","1.20502E+14","Rendimientos Financieros Participacion Acpm","70,000,000","0","0","0","0","70,000,000","3,349,853.51","3,349,853.51","66,650,146.49"
"2021","Enero","1208","Transferencias De Capital","286,410,000","0","0","0","0","286,410,000","69,019,510","69,019,510","217,390,490"
"2021","Enero","120804","Premios No Reclamados","286,410,000","0","0","0","0","286,410,000","69,019,510","69,019,510","217,390,490"
"2021","Enero","120804001","Premios No Reclamados","286,410,000","0","0","0","0","286,410,000","69,019,510","69,019,510","217,390,490"
"2021","Enero","12080400101","Premios No Reclamados","286,410,000","0","0","0","0","286,410,000","69,019,510","69,019,510","217,390,490"
"2021","Enero","1.20804E+12","Premios","286,410,000","0","0","0","0","286,410,000","69,019,510","69,019,510","217,390,490"
"2021","Enero","1.20804E+14","Premios De Juegos De Suerte Y Azar","162,410,000","0","0","0","0","162,410,000","63,587,478","63,587,478","98,822,522"
"2021","Enero","1.20804E+14","Premios De Loterías","90,000,000","0","0","0","0","90,000,000","- 0","- 0","90,000,000"
